suburb,postcode,lat,lng,n_addresses,level
KALUNGA,4887,-17.439441,145.387599,58,suburb_postcode
MEXICO,4728,-23.887977,146.232121,18,suburb_postcode
JAPOONVALE,4856,-17.72212,145.922069,71,suburb_postcode
SIMMIE,4454,-25.745442,148.577656,6,suburb_postcode
CUSHNIE,4608,-26.344458,151.738902,102,suburb_postcode
GLENROY,4702,-23.157796,149.855293,22,suburb_postcode
BLUE MOUNTAIN,4737,-21.495307,148.979903,63,suburb_postcode
HUMPHERY,4625,-25.613923,151.483393,16,suburb_postcode
MISTAKE CREEK,4721,-22.779569,146.906123,21,suburb_postcode
MOORANG,4340,-27.906674,152.474464,28,suburb_postcode
YARROL,4630,-25.015326,151.411202,44,suburb_postcode
GIGOOMGAN,4620,-25.744265,152.236954,20,suburb_postcode
WENGENVILLE,4615,-26.845403,151.665104,41,suburb_postcode
CROMARTY,4809,-19.472653,147.044318,34,suburb_postcode
LAKE WIVENHOE,4311,-27.392873,152.610686,9,suburb_postcode
BRINGALILY,4357,-28.09041,151.163084,41,suburb_postcode
GARFIELD,4728,-23.258299,145.974788,17,suburb_postcode
GRANADILLA,4855,-17.847726,146.027032,49,suburb_postcode
MORINISH SOUTH,4702,-23.341013,150.001496,32,suburb_postcode
DOCTOR CREEK,4352,-27.1803,151.810592,30,suburb_postcode
SPRINGVALE,4405,-27.359729,151.197665,21,suburb_postcode
KYOOMBA,4380,-28.693467,151.984957,40,suburb_postcode
NORTH BUNGUNYA,4494,-28.234355,149.538618,32,suburb_postcode
MP CREEK,4606,-26.299781,151.749903,25,suburb_postcode
PHILPOTT,4626,-25.558512,151.384893,30,suburb_postcode
MONAL,4630,-24.670181,151.150322,34,suburb_postcode
COMO,4571,-26.218864,152.945242,34,suburb_postcode
DRILLHAM SOUTH,4424,-26.77499,149.985976,37,suburb_postcode
THE FALLS,4373,-28.322376,152.383674,54,suburb_postcode
DURAH,4413,-26.309575,150.947391,4,suburb_postcode
BLACKSWAMP,4413,-26.566152,150.544126,35,suburb_postcode
NEUMGNA,4614,-26.86362,151.854403,16,suburb_postcode
PAMPAS,4352,-27.790838,151.398674,40,suburb_postcode
GRANITE VALE,4815,-19.503359,146.618583,22,suburb_postcode
WALMUL,4714,-23.717323,150.37267,19,suburb_postcode
CLINTONVALE,4370,-28.097917,152.120356,59,suburb_postcode
MARIA CREEKS,4855,-17.820588,146.045395,80,suburb_postcode
LANGLANDS,4410,-26.69207,150.993997,14,suburb_postcode
ANDROMACHE,4800,-20.581571,148.456196,29,suburb_postcode
GULUGUBA,4418,-26.256798,150.073866,59,suburb_postcode
BAMBOO CREEK,4860,-17.559339,145.990893,39,suburb_postcode
DRUMMONDSLOPE,4724,-24.025683,146.572937,14,suburb_postcode
PIONEERS REST,4650,-25.665315,152.567806,38,suburb_postcode
PITURIE,4825,-21.608975,138.315969,5,suburb_postcode
ABBEYWOOD,4613,-26.107765,151.644936,29,suburb_postcode
ALICE CREEK,4610,-26.754677,151.634968,36,suburb_postcode
FLINTON,4422,-27.873011,149.557649,35,suburb_postcode
STOCKHAVEN,4625,-25.715618,151.914482,9,suburb_postcode
BOULDER CREEK,4714,-23.678514,150.335901,17,suburb_postcode
TAMROOKUM CREEK,4285,-28.168985,152.841817,18,suburb_postcode
KHOSH BULDUK,4723,-23.060912,148.018309,50,suburb_postcode
GREGORS CREEK,4313,-26.993162,152.400016,33,suburb_postcode
BLAIRMORE,4625,-25.815671,151.877116,2,suburb_postcode
GLEN ALLYN,4885,-17.369774,145.661685,110,suburb_postcode
CUTTABURRA,4490,-28.788806,145.406561,17,suburb_postcode
DEEP CREEK,4625,-25.654924,151.473116,10,suburb_postcode
YANDARLO,4478,-25.124715,146.477605,10,suburb_postcode
CRESSBROOK CREEK,4355,-27.255019,152.139209,12,suburb_postcode
LEMONTREE,4357,-27.78358,151.289288,9,suburb_postcode
STONELANDS,4612,-26.086501,151.708362,34,suburb_postcode
CHERRY CREEK,4314,-26.919007,152.114977,22,suburb_postcode
WALLAROO,4702,-23.694747,149.523832,8,suburb_postcode
GOWRIE LITTLE PLAIN,4352,-27.428704,151.846573,30,suburb_postcode
SUJEEWONG,4413,-25.746793,150.520948,8,suburb_postcode
JOHNSTOWN,4615,-26.409217,152.113129,25,suburb_postcode
GOWRIE STATION,4470,-26.101887,146.484066,12,suburb_postcode
WYCOMBE,4455,-27.486335,148.615435,27,suburb_postcode
BOOLBURRA,4702,-23.712788,149.850102,33,suburb_postcode
FLAMETREE,4802,-20.267521,148.751575,84,suburb_postcode
KAIRABAH,4207,-27.845508,153.128724,10,suburb_postcode
GROOMSVILLE,4352,-27.325984,151.951821,70,suburb_postcode
GIVELDA,4670,-24.987521,152.148815,21,suburb_postcode
CANAGA,4413,-26.682188,150.903489,73,suburb_postcode
WELLESLEY,4417,-27.320406,148.968009,35,suburb_postcode
SPRING CREEK,4420,-25.45566,149.990221,10,suburb_postcode
MOUNT WALKER WEST,4340,-27.76635,152.513759,20,suburb_postcode
GHINGHINDA,4420,-25.261507,149.800933,34,suburb_postcode
BAROONDAH,4420,-25.701995,149.169545,10,suburb_postcode
MUNGALLALA SOUTH,4467,-26.741731,147.448459,21,suburb_postcode
GREENVIEW,4606,-26.308562,151.806489,58,suburb_postcode
WARNUNG,4605,-26.148886,151.845885,10,suburb_postcode
BRYMAROO,4403,-27.228133,151.626915,70,suburb_postcode
MARTYVILLE,4858,-17.610065,146.03682,61,suburb_postcode
MACFARLANE,4478,-24.89079,146.031453,9,suburb_postcode
WHEATLANDS,4606,-26.220794,151.853383,51,suburb_postcode
THE HEAD,4373,-28.277048,152.436178,19,suburb_postcode
STRATHFIELD,4742,-21.753793,148.607762,17,suburb_postcode
MCKINLAY,4823,-21.273545,141.28861,50,suburb_postcode
REDGATE,4605,-26.275863,152.01906,39,suburb_postcode
SMOKY CREEK,4702,-24.064554,150.328456,34,suburb_postcode
CARNEYS CREEK,4310,-28.204942,152.546145,61,suburb_postcode
MACALISTER,4406,-27.040016,151.085032,128,suburb_postcode
PELICAN CREEK,4726,-22.860936,145.388765,18,suburb_postcode
MERRITTS CREEK,4352,-27.355774,152.027385,34,suburb_postcode
KINGS CREEK,4361,-27.897977,151.907521,40,suburb_postcode
CATTLE CREEK,4407,-27.676237,150.79904,25,suburb_postcode
MOUNT EMLYN,4357,-28.035332,151.299691,15,suburb_postcode
DEGARRA,4895,-15.946728,145.340059,46,suburb_postcode
ISLAND PLANTATION,4650,-25.502423,152.722152,70,suburb_postcode
DOUGHBOY,4671,-25.138072,151.849165,25,suburb_postcode
NORTH ARAMARA,4620,-25.548893,152.313237,31,suburb_postcode
DIRNBIR,4625,-25.611113,151.53531,21,suburb_postcode
LINDEN,4490,-27.840767,146.421156,20,suburb_postcode
DJARAWONG,4854,-17.865834,145.973021,47,suburb_postcode
YARGULLEN,4401,-27.481957,151.610442,16,suburb_postcode
CABOONBAH,4312,-27.150903,152.469898,5,suburb_postcode
LAKE MARY,4703,-23.101897,150.636854,50,suburb_postcode
SELENE,4630,-25.008785,151.155079,28,suburb_postcode
PASSCHENDAELE,4380,-28.531978,151.802695,26,suburb_postcode
NEUSA VALE,4570,-26.193458,152.839343,33,suburb_postcode
NOORAMA,4490,-28.719851,146.204893,29,suburb_postcode
MOOMBRIA,4725,-24.0703,144.969347,1,suburb_postcode
MOUNT WYATT,4804,-20.600353,147.411971,30,suburb_postcode
BURLEIGH,4822,-20.437709,142.954335,16,suburb_postcode
SPEEDWELL,4613,-26.066812,151.534662,29,suburb_postcode
BAN BAN SPRINGS,4625,-25.677028,151.818842,13,suburb_postcode
GREYCLIFFE,4715,-24.231016,150.325736,19,suburb_postcode
CASSOWARY,4873,-16.50813,145.40426,70,suburb_postcode
MOUNT ARCHER,4701,-23.333601,150.571513,65,suburb_postcode
UPPER YARRAMAN,4614,-26.895993,151.895118,66,suburb_postcode
CAPE GLOUCESTER,4800,-20.104783,148.489285,51,suburb_postcode
UPPER CORNISH CREEK,4726,-22.309664,145.264931,27,suburb_postcode
KRAGRA,4413,-26.133818,150.817549,20,suburb_postcode
HARRIET,4625,-25.76181,151.581607,4,suburb_postcode
WOOLGAR,4822,-20.110573,143.591016,19,suburb_postcode
BOOUBYJAN,4601,-25.940135,151.903843,46,suburb_postcode
PENWHAUPELL,4625,-25.756449,151.702739,3,suburb_postcode
GLEN ISLA,4800,-20.408204,148.605605,40,suburb_postcode
SOUTHWOOD,4406,-27.833188,149.972978,40,suburb_postcode
KNAPP CREEK,4285,-28.123618,152.83367,25,suburb_postcode
LEAFDALE,4606,-26.246621,151.77034,15,suburb_postcode
MALU,4403,-27.308215,151.58485,12,suburb_postcode
ALBION,4822,-21.328528,142.604948,32,suburb_postcode
DUNNROCK,4740,-21.271691,149.184323,40,suburb_postcode
BARNARD,4702,-24.012119,149.769727,20,suburb_postcode
GLEN BOUGHTON,4871,-16.942567,145.820648,24,suburb_postcode
ELLIS BEACH,4879,-16.726349,145.646866,7,suburb_postcode
CAMERON CORNER,4492,-28.463704,141.529986,8,suburb_postcode
CAMOOLA,4730,-22.951874,144.352007,20,suburb_postcode
STONEHENGE,4357,-28.081091,151.421054,31,suburb_postcode
LILYVALE,4723,-23.177679,148.354893,18,suburb_postcode
MABUIAG ISLAND,4875,-9.954145,142.191334,74,suburb_postcode
MOUNT BRITTON,4742,-21.418703,148.539023,10,suburb_postcode
CAMPBELL CREEK,4625,-25.637483,151.711066,8,suburb_postcode
THE MINE,4714,-23.649801,150.377247,30,suburb_postcode
MACALISTER RANGE,4871,-16.839446,145.67836,10,suburb_postcode
BULLCAMP,4615,-26.636193,152.110322,31,suburb_postcode
NGATJAN,4860,-17.464107,145.915362,1,suburb_postcode
VALLEY OF LAGOONS,4850,-18.859346,145.485983,15,suburb_postcode
PRAWLE,4650,-25.49242,152.770196,10,suburb_postcode
MARYS CREEK,4570,-26.249014,152.592548,50,suburb_postcode
CYNTHIA,4627,-25.212337,151.136744,10,suburb_postcode
DEVON PARK,4401,-27.371361,151.690358,27,suburb_postcode
MOY POCKET,4574,-26.528107,152.744564,68,suburb_postcode
LAKE MONDURAN,4671,-24.882141,151.750957,4,suburb_postcode
CHERRY GULLY,4370,-28.406952,152.060377,11,suburb_postcode
LYNAM,4818,-19.288246,146.540069,14,suburb_postcode
ELPHINSTONE,4742,-21.492872,148.1991,4,suburb_postcode
MOONIE,4406,-27.675776,150.367781,101,suburb_postcode
FIELDING,4825,-18.832019,141.289985,1,suburb_postcode
ELLIOTT,4670,-24.995435,152.234846,69,suburb_postcode
MACKNADE,4850,-18.576849,146.259114,202,suburb_postcode
GOOMBI,4413,-26.726116,150.410344,21,suburb_postcode
GOOMALLY,4702,-24.326983,149.24198,10,suburb_postcode
PALGRAVE,4374,-28.369091,151.811022,19,suburb_postcode
KULGUN,4309,-27.931671,152.681118,41,suburb_postcode
LEFTHAND BRANCH,4343,-27.772654,152.255203,52,suburb_postcode
GUNGALOON,4620,-25.547525,152.451453,16,suburb_postcode
SEISIA,4876,-10.854397,142.368202,89,suburb_postcode
TAMROOKUM,4285,-28.122086,152.917615,44,suburb_postcode
CAPTAINS MOUNTAIN,4357,-27.939924,151.146578,41,suburb_postcode
MOUNT WALKER,4340,-27.770351,152.539728,60,suburb_postcode
ALLANDALE,4310,-27.988054,152.728977,47,suburb_postcode
NOCKATUNGA,4492,-28.188869,142.149468,3,suburb_postcode
LOWER DAINTREE,4873,-16.279745,145.379033,69,suburb_postcode
THE HERMITAGE,4370,-28.206488,152.107454,41,suburb_postcode
KOORINGAL,4025,-27.350426,153.420586,173,suburb_postcode
GOLDEN FLEECE,4621,-25.372972,152.131498,39,suburb_postcode
PORUMA ISLAND,4875,-10.050695,143.064889,62,suburb_postcode
PAULS POCKET,4800,-20.484354,148.440262,15,suburb_postcode
BLUE HILLS,4818,-19.228099,146.470595,3,suburb_postcode
WATALGAN,4670,-24.644675,152.020853,24,suburb_postcode
MOUNT URAH,4650,-25.810067,152.458377,28,suburb_postcode
BEEBO,4385,-28.688272,150.975886,52,suburb_postcode
UPPER GLASTONBURY,4570,-26.277016,152.491292,26,suburb_postcode
RANGEMORE,4806,-20.022736,147.424511,2,suburb_postcode
FARRARS CREEK,4481,-25.283416,141.341088,9,suburb_postcode
CRINUM,4723,-23.219864,148.207974,33,suburb_postcode
GOORGANGA CREEK,4800,-20.508292,148.478295,5,suburb_postcode
MIMOSA,4702,-24.31167,149.617521,21,suburb_postcode
CONSUELO,4702,-24.677458,148.536102,23,suburb_postcode
KILLALOE,4877,-16.499536,145.422933,76,suburb_postcode
KILBIRNIE,4354,-27.24239,151.825954,43,suburb_postcode
EAST COOYAR,4353,-27.037462,151.85574,16,suburb_postcode
COLLAROY,4707,-22.029896,149.228132,21,suburb_postcode
BROMELTON,4285,-27.9742,152.964468,86,suburb_postcode
MACLAGAN,4352,-27.083249,151.635811,98,suburb_postcode
ORION,4722,-24.215955,148.386534,52,suburb_postcode
ALBINIA,4722,-24.407287,148.437772,17,suburb_postcode
BUNGABAN,4419,-25.891916,150.114337,24,suburb_postcode
BRUSH CREEK,4387,-28.622912,151.154176,25,suburb_postcode
MULGRAVE,4807,-19.878265,147.168871,20,suburb_postcode
MOUNT DARRY,4353,-27.191434,151.769519,27,suburb_postcode
BINDEBANGO,4488,-27.607022,147.399834,18,suburb_postcode
LONG FLAT,4570,-26.266008,152.663775,37,suburb_postcode
ENGLAND CREEK,4306,-27.420539,152.663466,18,suburb_postcode
DIAMANTINA LAKES,4735,-23.676293,140.854556,14,suburb_postcode
CATTLE CREEK,4626,-25.467489,151.299559,17,suburb_postcode
ROCKMOUNT,4344,-27.685749,152.028043,51,suburb_postcode
MAXWELTON,4822,-20.862228,142.649566,23,suburb_postcode
BARGUNYAH,4465,-27.232067,147.432896,25,suburb_postcode
WANGARATTA,4806,-19.77043,147.502502,27,suburb_postcode
HALLIFORD,4406,-27.394987,150.923321,6,suburb_postcode
WOOLSHED,4340,-27.600301,152.505079,13,suburb_postcode
THE COMMON,4701,-23.376754,150.525448,9,suburb_postcode
FIFTEEN MILE,4352,-27.426243,152.024105,20,suburb_postcode
PORT ALMA,4699,-23.583266,150.76191,23,suburb_postcode
CHORREGON,4730,-22.651965,143.673239,7,suburb_postcode
UPPER WARREGO,4477,-25.22232,147.28955,22,suburb_postcode
O'REILLY,4275,-28.231053,153.130494,56,suburb_postcode
TABLELANDS,4680,-24.292127,150.938936,7,suburb_postcode
HIGHGROVE,4352,-27.120614,151.772644,19,suburb_postcode
WOOROONOORAN,4860,-17.443911,145.859072,16,suburb_postcode
NETHERDALE,4756,-21.139792,148.536557,69,suburb_postcode
CORYMBIA,4513,-27.087247,152.866122,1,suburb_postcode
SUSAN RIVER,4655,-25.392264,152.769863,55,suburb_postcode
PINE HILLS,4416,-26.911645,149.949691,7,suburb_postcode
SABINE,4401,-27.350955,151.714778,10,suburb_postcode
SPRINGFIELD,4871,-17.916615,144.554897,1,suburb_postcode
ST AUBYN,4352,-27.082762,151.892651,8,suburb_postcode
BROKEN RIVER,4757,-21.166923,148.504428,8,suburb_postcode
MIDDLETON,4735,-22.310904,141.876317,27,suburb_postcode
GREENWOOD,4401,-27.336185,151.733431,18,suburb_postcode
SPLIT YARD CREEK,4306,-27.389086,152.645174,21,suburb_postcode
GUNNEWIN,4455,-25.982178,148.584502,48,suburb_postcode
OBERINA,4417,-27.014161,148.871861,14,suburb_postcode
TEELBA,4423,-27.5231,149.394124,27,suburb_postcode
DJIRU,4852,-17.863638,146.084007,1,suburb_postcode
WANJURU,4860,-17.463029,146.056518,1,suburb_postcode
BOODUA,4401,-27.374752,151.826442,40,suburb_postcode
PELICAN,4413,-26.617073,150.859545,27,suburb_postcode
BEELBEE,4405,-27.129937,150.828798,24,suburb_postcode
COAL CREEK,4312,-27.17971,152.443181,32,suburb_postcode
MIA MIA,4754,-21.226913,148.83012,51,suburb_postcode
DERRYMORE,4352,-27.586298,152.059088,35,suburb_postcode
MARYVALE,4703,-22.993436,150.60394,19,suburb_postcode
MANAPOURI,4361,-27.850613,152.00978,32,suburb_postcode
UPPER DAINTREE,4873,-16.238429,145.302472,9,suburb_postcode
WURA,4714,-23.784956,150.344176,12,suburb_postcode
ASHWELL,4340,-27.626893,152.559237,58,suburb_postcode
MOUNT COOLON,4804,-21.381549,147.341021,42,suburb_postcode
KIOMA,4498,-28.175806,149.792303,14,suburb_postcode
ROSSMOYA,4702,-23.028312,150.486155,26,suburb_postcode
ARCADIA VALLEY,4454,-25.029766,148.785827,49,suburb_postcode
RYEFORD,4361,-27.936645,151.813001,30,suburb_postcode
EURELLA,4462,-26.736216,148.182926,20,suburb_postcode
CHEESEBOROUGH,4702,-22.830315,147.813574,6,suburb_postcode
DANDEROO,4370,-28.249298,152.227227,24,suburb_postcode
RODGERS CREEK,4370,-28.198468,151.824938,17,suburb_postcode
BLYTHDALE,4455,-26.558579,148.956234,27,suburb_postcode
COLEVALE,4808,-19.498674,147.344363,31,suburb_postcode
IDERAWAY,4625,-25.577089,151.616939,25,suburb_postcode
SWANS LAGOON,4807,-20.036754,147.249013,9,suburb_postcode
HUMBOLDT,4702,-24.145649,148.871679,11,suburb_postcode
OKEDEN,4613,-26.094301,151.440529,47,suburb_postcode
TEVIOTVILLE,4309,-27.94799,152.682373,75,suburb_postcode
ARGOON,4702,-24.064554,150.328456,21,suburb_postcode
HUDSON,4860,-17.524875,146.002481,100,suburb_postcode
SPLINTER CREEK,4630,-24.947185,151.235287,22,suburb_postcode
BREADALBANE,4800,-20.422452,148.595702,11,suburb_postcode
WYCHIE,4412,-26.776257,150.858656,25,suburb_postcode
LOTUS CREEK,4705,-22.222767,149.05695,59,suburb_postcode
WARABA,4513,-27.088333,152.877801,27,suburb_postcode
FORESTHOME,4850,-18.608914,146.201619,67,suburb_postcode
BULLOO DOWNS,4492,-28.382416,143.259041,3,suburb_postcode
THERESA CREEK,4721,-23.035863,147.616127,27,suburb_postcode
TARA STATION,4725,-23.516458,144.915425,10,suburb_postcode
GREENLAKE,4701,-23.034937,150.546524,5,suburb_postcode
ELGIN VALE,4615,-26.43168,152.195739,16,suburb_postcode
NORTH TIVOLI,4305,-27.578114,152.784876,75,suburb_postcode
CADARGA,4413,-26.068337,150.959849,20,suburb_postcode
NEWLANDS,4804,-20.932429,148.006126,10,suburb_postcode
FLEURBAIX,4375,-28.525067,151.91873,31,suburb_postcode
DUCHESS,4825,-21.282263,139.779796,1,suburb_postcode
CHERWELL,4660,-25.299992,152.474353,5,suburb_postcode
YALANGUR,4352,-27.415823,151.824861,23,suburb_postcode
LESLIE,4370,-28.172252,151.90419,12,suburb_postcode
ABBOTSFORD,4670,-24.817158,151.975396,9,suburb_postcode
DUNDARRAH,4625,-25.649852,151.910923,10,suburb_postcode
SARDINE,4726,-22.865995,144.790432,11,suburb_postcode
KILMOREY FALLS,4465,-26.121315,148.179294,23,suburb_postcode
BRAEMORE,4313,-27.058701,152.383382,85,suburb_postcode
COLINTON,4314,-26.95933,152.304362,52,suburb_postcode
DUNKELD,4465,-27.141305,148.035442,32,suburb_postcode
LANSKEY,4825,-20.688018,139.49803,18,suburb_postcode
MOOGA,4455,-26.367155,149.012998,15,suburb_postcode
COCKATOO,4419,-25.720624,150.234565,19,suburb_postcode
EVANSLEA,4356,-27.531297,151.51521,23,suburb_postcode
MINERVA,4722,-24.017512,147.999405,32,suburb_postcode
KAGARU,4285,-27.855536,152.914335,18,suburb_postcode
THE LIMITS,4625,-25.665925,151.652106,6,suburb_postcode
COONGOOLA,4490,-27.629271,145.871166,11,suburb_postcode
MOUNT GIPPS,4285,-28.314833,152.994168,7,suburb_postcode
BALCOMBA,4702,-23.312345,149.639002,37,suburb_postcode
WUNJUNGA,4806,-19.734047,147.592397,60,suburb_postcode
COOLBIE,4850,-18.918364,146.258302,50,suburb_postcode
WILSON BEACH,4800,-20.472152,148.724061,58,suburb_postcode
GLENBAR,4620,-25.74655,152.323791,14,suburb_postcode
FICKS CROSSING,4606,-26.254214,151.886426,24,suburb_postcode
BELCONG,4723,-23.080142,148.118775,19,suburb_postcode
DALMA,4702,-23.35903,150.245078,83,suburb_postcode
WARD,4470,-25.990202,146.17153,44,suburb_postcode
NANGRAM,4416,-26.82359,150.299988,12,suburb_postcode
STOCKYARD,4703,-22.813203,150.805119,27,suburb_postcode
LOWESBY,4702,-24.346089,148.70034,8,suburb_postcode
COWLEY CREEK,4871,-17.708386,146.03232,11,suburb_postcode
BALGOWAN,4401,-27.254572,151.708087,13,suburb_postcode
DIAMONDVALE,4380,-28.662463,151.962239,24,suburb_postcode
COMOON LOOP,4858,-17.563032,146.035832,16,suburb_postcode
LAGLAN,4721,-22.433309,146.435783,18,suburb_postcode
MOUNT STURT,4370,-28.167074,152.193963,17,suburb_postcode
LOWER CRESSBROOK,4313,-27.081235,152.475731,13,suburb_postcode
REDFORD,4467,-25.929522,147.413116,8,suburb_postcode
MANTUAN DOWNS,4722,-24.583985,147.159926,7,suburb_postcode
BUNDI,4419,-26.126743,149.548464,19,suburb_postcode
ELLINTHORP,4362,-28.049958,151.921474,27,suburb_postcode
KIMBERLEY,4873,-16.26207,145.439196,39,suburb_postcode
WARRAMI,4854,-18.084404,145.789124,19,suburb_postcode
GORDONSTONE,4702,-23.31159,148.145731,16,suburb_postcode
LOWESTOFF,4723,-22.831855,148.070552,14,suburb_postcode
MOUNT STANLEY,4314,-26.651087,152.195816,14,suburb_postcode
NIVE,4477,-25.464407,146.52988,18,suburb_postcode
SOMMARIVA,4470,-26.447425,146.740953,18,suburb_postcode
GLENAUBYN,4424,-26.503139,149.914653,24,suburb_postcode
BAKERS BEND,4470,-26.725603,146.107275,20,suburb_postcode
RAWBELLE,4630,-24.953815,150.771858,22,suburb_postcode
RIVERSLEIGH,4470,-26.839747,146.5544,15,suburb_postcode
LLANARTH,4820,-21.274323,146.678449,23,suburb_postcode
JOBS GATE,4490,-28.788768,146.720073,11,suburb_postcode
LYNFORD,4342,-27.473466,152.452942,14,suburb_postcode
BROVINIA,4626,-25.888992,151.107829,10,suburb_postcode
TREGONY,4370,-28.062119,152.337105,16,suburb_postcode
BURTON,4742,-21.617878,148.080879,15,suburb_postcode
CLARA CREEK,4468,-26.100758,146.970899,22,suburb_postcode
WOONDUM,4570,-26.256973,152.732113,29,suburb_postcode
MALLING,4352,-27.070075,151.59359,24,suburb_postcode
CHELTENHAM,4627,-25.606919,150.799634,9,suburb_postcode
BINGEGANG,4702,-23.125594,149.144563,16,suburb_postcode
WIDGEE CROSSING NORTH,4570,-26.18286,152.627855,13,suburb_postcode
BEENAAM VALLEY,4570,-26.18988,152.8152,31,suburb_postcode
KEYSLAND,4612,-26.218909,151.732868,13,suburb_postcode
EIGHT MILE CREEK,4807,-20.293756,147.239784,6,suburb_postcode
COOMINGLAH,4630,-24.772023,150.846555,21,suburb_postcode
CONDAMINE FARMS,4357,-27.939887,150.949869,29,suburb_postcode
SOMME,4382,-28.782452,151.811181,27,suburb_postcode
V GATE,4465,-26.892429,147.922317,17,suburb_postcode
MUNNA CREEK,4570,-25.882107,152.459648,22,suburb_postcode
ROCKSIDE,4343,-27.697658,152.285901,19,suburb_postcode
BAYRICK,4478,-25.411507,146.030723,7,suburb_postcode
MOOMBRA,4312,-27.295772,152.500581,11,suburb_postcode
JACKSON SOUTH,4426,-26.700945,149.63692,5,suburb_postcode
OAKVIEW,4600,-26.078438,152.32387,23,suburb_postcode
GOOLBOO,4856,-17.729755,146.032123,13,suburb_postcode
BARRINGUN,4490,-28.820835,145.792822,7,suburb_postcode
MUDLO,4600,-25.984469,152.234303,7,suburb_postcode
ALDOGA,4694,-23.837573,151.072491,26,suburb_postcode
LAKE MANCHESTER,4306,-27.475513,152.739551,20,suburb_postcode
COTHERSTONE,4723,-22.799083,148.254877,2,suburb_postcode
VENTNOR,4630,-24.907773,151.300628,22,suburb_postcode
KINGS SIDING,4401,-27.460737,151.793724,8,suburb_postcode
PELHAM,4415,-26.280783,150.266036,8,suburb_postcode
KURROWAH,4352,-27.695899,151.181752,16,suburb_postcode
WINDEYER,4478,-24.577465,146.356013,13,suburb_postcode
SEDGEFORD,4724,-23.95621,147.076618,14,suburb_postcode
MILLWOOD,4357,-28.026966,151.204048,23,suburb_postcode
WEIR RIVER,4406,-27.6639,150.60818,15,suburb_postcode
GUNNAWARRA,4872,-17.857246,144.918813,5,suburb_postcode
ELAMAN CREEK,4552,-26.715924,152.776618,43,suburb_postcode
CONA CREEK,4722,-24.214248,147.913516,34,suburb_postcode
BARWIDGI,4872,-17.53682,144.643249,3,suburb_postcode
NO 5 BRANCH,4856,-17.725204,146.005089,3,suburb_postcode
NORTH BRANCH,4356,-27.829324,151.63532,35,suburb_postcode
BARRINGHA,4816,-19.553316,146.842888,51,suburb_postcode
MOUNT MOFFATT,4465,-25.230654,147.8859,13,suburb_postcode
FERNEY,4650,-25.600356,152.625506,36,suburb_postcode
COONAMBULA,4626,-25.541651,151.114115,73,suburb_postcode
BEAUFORT,4724,-23.376568,146.901792,14,suburb_postcode
GLENAVEN,4355,-27.181684,151.97433,34,suburb_postcode
WHITE MOUNTAIN,4352,-27.428345,152.096714,15,suburb_postcode
MOUNT ENNISKILLEN,4472,-24.716189,146.073615,10,suburb_postcode
CAMBRIDGE,4822,-20.401787,142.564464,18,suburb_postcode
BEGONIA,4487,-27.462049,148.268116,36,suburb_postcode
SARABAH,4275,-28.094609,153.11478,37,suburb_postcode
JELLINBAH,4702,-23.264557,149.070049,15,suburb_postcode
LANGLEY,4630,-25.110041,151.247697,13,suburb_postcode
TOONPAN,4816,-19.496592,146.86678,31,suburb_postcode
WINCHESTER,4721,-22.311088,148.236914,8,suburb_postcode
WEENGALLON,4497,-28.358134,149.078679,28,suburb_postcode
THOMPSON POINT,4702,-23.484879,150.759695,14,suburb_postcode
COORUMBENE,4702,-24.512763,148.771324,9,suburb_postcode
YAGABURNE,4390,-28.07433,150.507398,9,suburb_postcode
RHYDDING,4718,-24.721752,149.519023,31,suburb_postcode
FOSSILBROOK,4871,-17.861296,144.282079,2,suburb_postcode
DYNEVOR,4492,-28.295848,144.039942,7,suburb_postcode
THANE,4370,-28.161852,151.697474,20,suburb_postcode
MOUNT ROOPER,4802,-20.285664,148.789133,1,suburb_postcode
CALGOA,4570,-25.874861,152.25549,10,suburb_postcode
BARLIL,4605,-26.189006,151.886171,28,suburb_postcode
QUETTA,4724,-23.174481,147.078695,12,suburb_postcode
RANGEMORE,4352,-27.005496,151.661619,9,suburb_postcode
MOWBULLAN,4405,-26.888285,151.5965,35,suburb_postcode
WATSONS CROSSING,4385,-29.121757,151.316288,10,suburb_postcode
LAWES,4343,-27.570182,152.329344,8,suburb_postcode
PIKES CREEK,4380,-28.715531,151.543851,9,suburb_postcode
YULABILLA,4416,-27.03131,149.808633,26,suburb_postcode
PILE GULLY,4625,-25.76586,151.524366,5,suburb_postcode
WARROO,4387,-28.582577,151.397162,23,suburb_postcode
TALDORA,4823,-20.326407,141.665264,3,suburb_postcode
LAKE PROSERPINE,4800,-20.36739,148.375587,7,suburb_postcode
YURUGA,4850,-18.835714,146.172765,42,suburb_postcode
ERNESTINA,4730,-23.733023,143.941952,8,suburb_postcode
DITTMER,4800,-20.450125,148.402396,33,suburb_postcode
THREE RIVERS,4824,-20.030374,140.03713,14,suburb_postcode
TOCAL,4730,-23.96126,143.737574,14,suburb_postcode
UPPER DAWSON,4454,-25.410688,148.614049,6,suburb_postcode
THE NARROWS,4695,-23.645682,150.950659,3,suburb_postcode
WOODLEIGH,4352,-27.084494,151.674438,3,suburb_postcode
MOUNT EDWARDS,4309,-28.020165,152.515277,38,suburb_postcode
KYNUNA,4823,-21.694772,142.123141,16,suburb_postcode
