suburb,postcode,lat,lng,n_addresses,level
ROUNDSTONE,4718,-24.79463,149.767791,22,suburb_postcode
HOLROYD RIVER,4892,-13.947066,142.200048,2,suburb_postcode
GLENMORAL,4719,-24.927284,149.926023,20,suburb_postcode
TOOLARA FOREST,4570,-25.979918,152.832049,4,suburb_postcode
MINGO,4625,-25.345894,151.77746,13,suburb_postcode
MARMADUA,4405,-27.436903,150.718598,8,suburb_postcode
MOUNT LINDESAY,4287,-28.321387,152.733877,4,suburb_postcode
SPRING BLUFF,4352,-27.462906,151.983883,1,suburb_postcode
PALMERSTON,4860,-17.594669,145.747299,3,suburb_postcode
BARAKULA,4413,-26.463699,150.610341,3,suburb_postcode
DESAILLY,4871,-16.42803,145.021724,4,suburb_postcode
TYRCONNEL,4467,-26.308966,147.537656,11,suburb_postcode
MAIDENHEAD,4385,-29.129976,151.393673,10,suburb_postcode
EUNGELLA HINTERLAND,4741,-21.004791,148.389935,1,suburb_postcode
LUMEAH,4478,-25.27166,145.776666,7,suburb_postcode
BAFFLE WEST,4454,-25.655622,148.654949,4,suburb_postcode
GUNPOWDER,4825,-19.87741,139.239933,7,suburb_postcode
BEERON,4626,-25.834986,151.263277,22,suburb_postcode
GREGORY RIVER,4660,-25.123669,152.226463,44,suburb_postcode
MALARGA,4620,-25.798204,152.135128,7,suburb_postcode
BARCALDINE DOWNS,4725,-23.831646,144.965291,8,suburb_postcode
IBIS,4726,-23.125235,145.08206,8,suburb_postcode
COOEEIMBARDI,4313,-27.118768,152.499058,8,suburb_postcode
PEAK VALE,4721,-23.084139,147.371538,24,suburb_postcode
CANIA,4630,-24.635496,150.982743,24,suburb_postcode
OLD COORANGA,4626,-25.769579,151.352303,17,suburb_postcode
GLENROCK,4605,-26.087584,151.797625,23,suburb_postcode
BAN BAN,4625,-25.682332,151.824018,26,suburb_postcode
MOTLEY,4356,-27.537729,151.610917,8,suburb_postcode
WIVENHOE HILL,4311,-27.369926,152.54624,6,suburb_postcode
BUKALI,4630,-24.811929,151.159794,35,suburb_postcode
DUNMORE,4407,-27.655322,150.955457,15,suburb_postcode
BEILBA,4454,-25.650903,148.814867,23,suburb_postcode
ST HELENS,4356,-27.674133,151.482252,19,suburb_postcode
BULLAWARRA,4492,-27.993648,143.336561,3,suburb_postcode
NEARUM,4671,-25.084454,151.814296,14,suburb_postcode
MOONDOONER,4605,-26.241028,152.007969,27,suburb_postcode
MISSEN FLAT,4361,-27.903685,151.981471,12,suburb_postcode
RYWUNG,4413,-26.712847,150.480936,17,suburb_postcode
GOONDI,4860,-17.504942,146.006216,30,suburb_postcode
WAGTAIL GROVE,4513,-27.101118,152.881696,9,suburb_postcode
DOMVILLE,4357,-27.928412,151.276863,8,suburb_postcode
UPLAND,4726,-22.600004,145.648414,12,suburb_postcode
PONY HILLS,4454,-25.880315,148.858261,11,suburb_postcode
GRANT,4725,-23.530443,145.63561,15,suburb_postcode
BOONOOROO PLAINS,4650,-25.649643,152.858861,8,suburb_postcode
NEVILTON,4361,-27.886003,151.967924,21,suburb_postcode
LAKE BORUMBA,4570,-26.522125,152.50159,8,suburb_postcode
GIRRAWEEN,4382,-28.82624,151.951802,2,suburb_postcode
EGYPT,4344,-27.670968,152.102289,14,suburb_postcode
GADGARRA,4884,-17.29677,145.706907,1,suburb_postcode
COOMRITH,4422,-27.577225,149.596315,27,suburb_postcode
DURHAM,4492,-27.419669,141.785314,10,suburb_postcode
GINDORAN,4676,-24.583534,151.618924,6,suburb_postcode
SMITHLEA,4385,-28.795047,151.065978,28,suburb_postcode
FINLAYVALE,4873,-16.451011,145.348684,16,suburb_postcode
MULDU,4401,-27.274461,151.688222,11,suburb_postcode
GORE,4352,-28.29448,151.433841,14,suburb_postcode
PERSEVERANCE,4352,-27.372594,152.10729,29,suburb_postcode
BOONDANDILLA,4406,-28.019696,150.565219,1,suburb_postcode
WOOROONA,4702,-24.014793,149.362752,9,suburb_postcode
TERRICA,4387,-28.477841,151.489273,17,suburb_postcode
WRATTENS FOREST,4601,-26.312774,152.336323,2,suburb_postcode
MOUNT DEBATEABLE,4625,-25.622111,151.560648,36,suburb_postcode
ALSACE,4702,-23.281247,149.270125,8,suburb_postcode
MON REPOS,4670,-24.802736,152.440342,20,suburb_postcode
DYKEHEAD,4626,-25.65689,151.075706,12,suburb_postcode
GOOROOLBA,4625,-25.513251,151.804686,18,suburb_postcode
EVORA,4725,-24.06428,145.680595,3,suburb_postcode
WESTGROVE,4454,-25.575474,148.451783,2,suburb_postcode
ARGYLL,4721,-23.269268,147.510469,8,suburb_postcode
ULOGIE,4702,-23.90573,150.428684,12,suburb_postcode
BARRON GORGE,4870,-16.876956,145.664034,1,suburb_postcode
COOLADDI,4479,-26.75207,145.561387,17,suburb_postcode
ORIENT,4850,-18.773103,146.206583,7,suburb_postcode
KURIDALA,4824,-21.094242,140.383607,2,suburb_postcode
DROMEDARY,4718,-24.576032,149.151398,5,suburb_postcode
GOOWARRA,4702,-23.643524,149.449742,9,suburb_postcode
MOUNT ELLIOT,4816,-19.448978,146.989779,2,suburb_postcode
DAMPER CREEK,4849,-18.330274,146.049122,16,suburb_postcode
ARANBANGA,4625,-25.819407,151.656371,11,suburb_postcode
LANSDOWNE,4478,-25.152205,146.168287,12,suburb_postcode
BROADMERE,4420,-25.511197,149.590335,25,suburb_postcode
GREENUP,4387,-28.535396,151.298733,9,suburb_postcode
MINNIE DOWNS,4478,-25.134877,145.833789,9,suburb_postcode
SOUTHERN LAMINGTON,4211,-28.303748,153.101833,1,suburb_postcode
TANBAR,4481,-26.36032,141.344861,2,suburb_postcode
NARBETHONG,4725,-23.816854,145.647347,9,suburb_postcode
NOCCUNDRA,4492,-27.81767,142.589107,3,suburb_postcode
TANDORA,4650,-25.449254,152.788427,2,suburb_postcode
CORNWALL,4455,-26.061356,148.422204,12,suburb_postcode
MORWINCHA,4309,-27.973968,152.577067,9,suburb_postcode
MOUNT MACARTHUR,4723,-22.903022,148.201828,11,suburb_postcode
STOKES,4823,-18.600794,139.845464,1,suburb_postcode
CLARAVILLE,4871,-18.52024,141.82623,3,suburb_postcode
KEMMIS,4742,-21.688425,148.362335,5,suburb_postcode
MORETON BAY,4178,-27.426447,153.177271,4,suburb_postcode
EURIMBULA,4677,-24.127265,151.724097,4,suburb_postcode
DUNROBIN,4728,-22.804198,146.09948,13,suburb_postcode
MOUNT MULLIGAN,4871,-16.855966,144.874768,2,suburb_postcode
COORADA,4420,-24.911233,149.501084,6,suburb_postcode
CRYSTALBROOK,4871,-17.525295,144.408304,2,suburb_postcode
FLYING FOX,4275,-28.099551,153.169001,30,suburb_postcode
HAIL CREEK,4742,-21.418163,148.446186,10,suburb_postcode
BUNDOORA,4723,-22.932697,148.45026,7,suburb_postcode
SOUTH WELLESLEY ISLANDS,4892,-17.064082,139.472725,18,suburb_postcode
COBBS HILL,4605,-26.078658,151.906172,8,suburb_postcode
RIVERTON,4385,-29.070439,151.467025,8,suburb_postcode
MONTROSE,4370,-28.153442,151.770053,2,suburb_postcode
COOROO LANDS,4860,-17.523824,145.900856,3,suburb_postcode
BYEE,4605,-26.18893,151.848653,17,suburb_postcode
JOHNSONS HILL,4714,-23.61972,150.417207,8,suburb_postcode
BARRAMORNIE,4416,-27.056652,150.102587,13,suburb_postcode
PURRAWUNDA,4356,-27.522209,151.62272,3,suburb_postcode
NICHOLSON,4830,-17.424722,138.610109,1,suburb_postcode
SALTERN CREEK,4725,-23.382122,145.105179,5,suburb_postcode
WROTHAM,4892,-16.467753,143.865738,1,suburb_postcode
BELLEVUE,4892,-16.556697,144.164432,3,suburb_postcode
BYMOUNT,4455,-26.070363,148.610577,23,suburb_postcode
CAPE CONWAY,4800,-20.288553,148.737818,2,suburb_postcode
KINDON,4390,-28.064079,150.752783,8,suburb_postcode
BULLI CREEK,4357,-27.993199,150.901003,8,suburb_postcode
FLORENCE BAY,4819,-19.114019,146.873242,5,suburb_postcode
MOUNT LAWLESS,4625,-25.542603,151.645048,6,suburb_postcode
TUAN FOREST,4650,-25.711874,152.845677,3,suburb_postcode
NORLEY,4492,-27.866254,144.225768,1,suburb_postcode
THORNBOROUGH,4871,-16.958228,145.039074,8,suburb_postcode
MOLANGUL,4671,-24.771261,151.523517,7,suburb_postcode
SAXBY,4822,-19.89691,142.820427,4,suburb_postcode
BLACK DUCK CREEK,4343,-27.851863,152.189123,12,suburb_postcode
WALLIEBUM,4655,-25.449494,152.738998,4,suburb_postcode
BYELLEE,4680,-23.884705,151.200628,3,suburb_postcode
LYNDSIDE,4892,-16.947825,143.575308,1,suburb_postcode
SUTTOR,4743,-21.336016,147.854701,3,suburb_postcode
LAMB RANGE,4870,-17.089893,145.712632,3,suburb_postcode
EAGLEFIELD,4742,-21.503587,147.857999,5,suburb_postcode
WALTER HILL,4854,-17.886874,145.785335,1,suburb_postcode
FORTY MILE,4872,-17.991465,144.788151,2,suburb_postcode
SELWYN,4824,-22.160601,140.842866,1,suburb_postcode
BARKLY,4825,-20.412362,138.165976,3,suburb_postcode
TOWN COMMON,4810,-19.221324,146.774461,4,suburb_postcode
RUNGOO,4849,-18.516457,146.185806,3,suburb_postcode
DIXIE,4892,-15.029491,143.196202,1,suburb_postcode
WOONDUL,4357,-28.112,151.080152,1,suburb_postcode
WALLAMAN,4850,-18.616672,145.839097,3,suburb_postcode
DUMPY CREEK,4702,-23.967025,150.032597,5,suburb_postcode
BAUPLE FOREST,4650,-25.858366,152.702459,1,suburb_postcode
THE PERCY GROUP,4707,-21.655589,150.270125,1,suburb_postcode
CARDSTONE,4854,-17.871102,145.765592,1,suburb_postcode
EUNGELLA DAM,4757,-21.101813,148.382479,2,suburb_postcode
GRASSDALE,4405,-27.422264,151.185576,3,suburb_postcode
WATERANGA,4621,-25.403937,151.817419,4,suburb_postcode
GREAT SANDY STRAIT,4655,-25.339971,152.908618,1,suburb_postcode
WHARPS,4850,-18.751599,146.065221,1,suburb_postcode
KINGAHAM,4515,-26.530141,152.416459,5,suburb_postcode
YARRADEN,4892,-14.522266,143.423775,1,suburb_postcode
GROGANVILLE,4892,-16.425595,144.264457,1,suburb_postcode
THE DIMONDS,4650,-25.557844,152.84971,3,suburb_postcode
MENTMORE,4798,-20.758789,148.737731,2,suburb_postcode
LAKE TINAROO,4872,-17.184603,145.567975,1,suburb_postcode
FISHER,4825,-20.725277,139.519242,7,suburb_postcode
INSKIP,4581,-25.867611,153.061355,1,suburb_postcode
MARODIAN,4570,-25.836315,152.299193,1,suburb_postcode
NYCHUM,4871,-16.654401,144.506162,1,suburb_postcode
WONBAH FOREST,4671,-24.980092,151.57699,2,suburb_postcode
CORALIE,4871,-18.232454,141.874173,1,suburb_postcode
CALDERVALE,4478,-24.90855,146.813974,3,suburb_postcode
FLINDERS LAKES,4285,-27.84461,152.889808,2,suburb_postcode
GAMBOOLA,4892,-16.721992,143.71878,1,suburb_postcode
WAHOON,4625,-25.857282,151.684273,1,suburb_postcode
GOORGANGA PLAINS,4800,-20.474405,148.608263,1,suburb_postcode
TOGARA,4702,-24.003475,148.754453,2,suburb_postcode
DALGA,4630,-24.652466,151.487071,2,suburb_postcode
LAWN HILL,4825,-19.110802,138.351154,3,suburb_postcode
CARRANDOTTA,4825,-22.056527,138.667634,1,suburb_postcode
GAGALBA,4551,-26.832136,153.050849,1,suburb_postcode
CARBROOK,,-27.675838,153.246547,698,suburb
LOGANHOLME,,-27.682478,153.183675,4363,suburb
NUNDAH,,-27.402341,153.061646,9927,suburb
DEAGON,,-27.32845,153.061358,2304,suburb
ROBINA,,-28.072175,153.393642,13888,suburb
EMU VALE,,-28.224133,152.250429,127,suburb
INDOOROOPILLY,,-27.50074,152.973676,9324,suburb
LACEYS CREEK,,-27.202888,152.742747,149,suburb
LOWOOD,,-27.465667,152.574348,2175,suburb
MALENY,,-26.758868,152.848042,2766,suburb
ORMEAU,,-27.777943,153.26015,7284,suburb
REDLYNCH,,-16.901932,145.694648,4978,suburb
STAFFORD HEIGHTS,,-27.397948,153.009094,3032,suburb
UNDERWOOD,,-27.607961,153.110897,4172,suburb
EAST TOOWOOMBA,,-27.564618,151.967378,3635,suburb
BRAY PARK,,-27.29233,152.966692,4215,suburb
DALLARNIL,,-25.38076,152.046359,190,suburb
URANGAN,,-25.294524,152.8956,8837,suburb
OAKEY,,-27.442266,151.721769,2543,suburb
CORINDA,,-27.542369,152.981521,3130,suburb
INGHAM,,-18.649882,146.161068,3384,suburb
NORTH IPSWICH,,-27.593136,152.761145,2673,suburb
WEST END,,-27.481158,153.002777,14743,suburb
NARANGBA,,-27.185245,152.945245,9837,suburb
DEPOT HILL,,-23.391401,150.519379,609,suburb
GOONDIWINDI,,-28.541612,150.307217,3876,suburb
MACGREGOR,,-27.56528,153.071492,2694,suburb
MERMAID WATERS,,-28.046827,153.422951,6979,suburb
CENTENARY HEIGHTS,,-27.586525,151.962356,3361,suburb
GAILES,,-27.610135,152.915203,930,suburb
KEPERRA,,-27.412565,152.954372,3641,suburb
STUART,,-19.344268,146.840827,493,suburb
MACKAY,,-21.145339,149.183531,5052,suburb
ALPHA,,-23.650096,146.63925,753,suburb
TOOGOOLAWAH,,-27.086648,152.374811,838,suburb
BURNETT HEADS,,-24.775701,152.413271,1987,suburb
CHURCHILL,,-27.639896,152.751144,1016,suburb
BUDERIM,,-26.683819,153.062561,17755,suburb
BARGARA,,-24.829683,152.464999,6272,suburb
MARIAN,,-21.150597,148.957967,1739,suburb
COOROIBAH,,-26.358093,152.992253,972,suburb
ROSEWOOD,,-27.636643,152.59376,2232,suburb
BARDON,,-27.459858,152.982957,5115,suburb
MOOROOKA,,-27.534299,153.022146,6598,suburb
FOREST LAKE,,-27.621273,152.963844,9172,suburb
DARLING HEIGHTS,,-27.597982,151.928687,2575,suburb
EMU PARK,,-23.257403,150.821693,1770,suburb
CAMP HILL,,-27.493423,153.076496,6022,suburb
BUNGALOW,,-16.935742,145.759936,2726,suburb
HOLLAND PARK,,-27.518669,153.070579,3982,suburb
CAPALABA,,-27.532785,153.199246,10063,suburb
MOUNT CROSBY,,-27.524606,152.822337,829,suburb
MOUNT GRAVATT,,-27.537068,153.074475,2321,suburb
SHERWOOD,,-27.53235,152.982086,4101,suburb
ARMSTRONG CREEK,,-27.225933,152.809889,153,suburb
NIRIMBA,,-26.819659,153.055983,3536,suburb
MOUNT LOUISA,,-19.274437,146.734498,4227,suburb
KENMORE HILLS,,-27.501362,152.931459,1057,suburb
MOUNT LOFTY,,-27.54756,151.969673,1936,suburb
WYNNUM,,-27.44261,153.170138,8907,suburb
NORTH MACLEAN,,-27.768276,152.993651,694,suburb
KURABY,,-27.606036,153.097077,3193,suburb
EATONS HILL,,-27.338984,152.948859,2719,suburb
SALISBURY,,-27.553096,153.03413,3577,suburb
JULATTEN,,-16.574522,145.365317,567,suburb
BETHANIA,,-27.689478,153.154645,3618,suburb
BORONIA HEIGHTS,,-27.688252,153.021221,3710,suburb
ANNERLEY,,-27.512357,153.032409,7590,suburb
WONDUNNA,,-25.319969,152.859687,1717,suburb
CLONTARF,,-27.248045,153.085513,5103,suburb
BIGGENDEN,,-25.510823,152.043809,590,suburb
BUDDINA,,-26.69861,153.132928,2821,suburb
CAMIRA,,-27.632891,152.922113,2948,suburb
GORDONVALE,,-17.09118,145.773401,3841,suburb
PORMPURAAW,,-14.900591,141.620482,372,suburb
MISSION RIVER,,-12.682611,141.889059,720,suburb
MOLENDINAR,,-27.974012,153.365372,3993,suburb
SOUTHPORT,,-27.971054,153.408198,28525,suburb
MIDDLE PARK,,-27.555584,152.922531,1567,suburb
ALEXANDRA HEADLAND,,-26.670867,153.1055,3851,suburb
MOUNT MORGAN,,-23.644888,150.38931,1915,suburb
HIGHFIELDS,,-27.454753,151.942863,4785,suburb
KAWANA,,-23.340163,150.511167,2502,suburb
CHAPEL HILL,,-27.498878,152.951029,4167,suburb
NORMAN GARDENS,,-23.332664,150.528635,5035,suburb
LOGANLEA,,-27.678025,153.130201,4800,suburb
HERITAGE PARK,,-27.683409,153.056487,1772,suburb
LABRADOR,,-27.946081,153.402719,14009,suburb
TORQUAY,,-25.288156,152.870962,5480,suburb
KALLANGUR,,-27.245332,152.993339,10938,suburb
CHERMSIDE,,-27.386184,153.030586,10362,suburb
KANGAROO POINT,,-27.475811,153.037262,9201,suburb
HELENSVALE,,-27.902966,153.33539,9497,suburb
KIPPA-RING,,-27.224902,153.083884,5145,suburb
LAIDLEY SOUTH,,-27.665491,152.39742,155,suburb
WHITE ROCK,,-16.98638,145.751585,4055,suburb
MURRUMBA DOWNS,,-27.268006,153.013974,5394,suburb
GRIFFIN,,-27.26348,153.026353,6152,suburb
BRASSALL,,-27.588269,152.736232,6707,suburb
SCARNESS,,-25.286525,152.854626,2902,suburb
ROSEMOUNT,,-26.626999,152.995012,980,suburb
SOUTH TOOWOOMBA,,-27.57532,151.952178,3688,suburb
HORSESHOE LAGOON,,-19.571059,147.135108,314,suburb
NEWSTEAD,,-27.451144,153.044406,7756,suburb
BARRATTA,,-19.582726,147.266197,139,suburb
JACOBS WELL,,-27.785286,153.365325,1762,suburb
FIG TREE POCKET,,-27.526368,152.961965,1773,suburb
HUGHENDEN,,-20.844959,144.195265,1522,suburb
SURFERS PARADISE,,-28.001186,153.428953,36178,suburb
COOMERA,,-27.845812,153.334078,9800,suburb
KULUIN,,-26.657376,153.055999,1551,suburb
CORNUBIA,,-27.667521,153.203414,3296,suburb
CARSELDINE,,-27.346497,153.016253,4899,suburb
OXLEY,,-27.560327,152.973421,5347,suburb
RICHLANDS,,-27.593664,152.955818,3783,suburb
NEWMARKET,,-27.434342,153.007944,3227,suburb
BRIDGEMAN DOWNS,,-27.356354,152.997944,5162,suburb
RIVERHILLS,,-27.561513,152.911607,1672,suburb
ALLENVIEW,,-27.901781,152.93197,81,suburb
SOUTH BRISBANE,,-27.476745,153.016004,14732,suburb
BRISBANE CITY,,-27.469015,153.027345,22050,suburb
KAWUNGAN,,-25.303956,152.843995,3416,suburb
GREENSLOPES,,-27.508963,153.04794,7366,suburb
AUCHENFLOWER,,-27.4752,152.996528,3981,suburb
MOUNT LOW,,-19.223011,146.663143,2291,suburb
ST LUCIA,,-27.496104,153.000675,6889,suburb
ZILLMERE,,-27.35805,153.040736,5096,suburb
CANNON HILL,,-27.468901,153.089478,4059,suburb
MARGATE,,-27.242411,153.105328,4750,suburb
MOUNT FORBES,,-27.721141,152.613628,139,suburb
ELLEN GROVE,,-27.618545,152.947845,1914,suburb
HEMMANT,,-27.451089,153.128845,2209,suburb
TOOWONG,,-27.483795,152.990875,9576,suburb
WESTLAKE,,-27.548708,152.911929,1663,suburb
TENERIFFE,,-27.454821,153.047837,4601,suburb
MOUNT GRAVATT EAST,,-27.533073,153.084586,6301,suburb
CALAMVALE,,-27.623504,153.04796,7639,suburb
SUNNYBANK,,-27.576639,153.061408,4663,suburb
MURARRIE,,-27.461839,153.099334,3143,suburb
FORTITUDE VALLEY,,-27.456497,153.034112,13423,suburb
DOOLANDELLA,,-27.612534,152.98303,3316,suburb
KENMORE,,-27.515171,152.938453,4692,suburb
YERONGA,,-27.514999,153.015137,4606,suburb
UPPER MOUNT GRAVATT,,-27.556188,153.082785,6607,suburb
LUTWYCHE,,-27.422252,153.034606,3917,suburb
EAST BRISBANE,,-27.483425,153.044163,5015,suburb
BAHRS SCRUB,,-27.734415,153.170466,3446,suburb
WINDSOR,,-27.434738,153.03182,5929,suburb
ROCKINGHAM,,-18.011462,145.971936,56,suburb
CHAMBERS FLAT,,-27.727201,153.087774,2334,suburb
HIGHGATE HILL,,-27.486838,153.01738,3904,suburb
CABOOLTURE,,-27.073088,152.954226,18198,suburb
BOWEN HILLS,,-27.44819,153.035454,5743,suburb
TAIGUM,,-27.344722,153.045148,4228,suburb
PARKINSON,,-27.635244,153.031987,4334,suburb
ALGESTER,,-27.611502,153.033342,3924,suburb
DUTTON PARK,,-27.49407,153.025415,1457,suburb
CARINDALE,,-27.509792,153.111779,7442,suburb
PAGET,,-21.176091,149.162888,1180,suburb
HOPE ISLAND,,-27.871829,153.363078,11655,suburb
STONES CORNER,,-27.500323,153.045184,2793,suburb
HAMILTON,,-27.439274,153.068276,7920,suburb
MOTHAR MOUNTAIN,,-26.228567,152.735015,270,suburb
BULIMBA,,-27.450713,153.058541,4918,suburb
MOUNT BINDANGO,,-26.488188,148.490495,23,suburb
THORNLANDS,,-27.560953,153.267785,8793,suburb
PARK RIDGE,,-27.708025,153.081152,9225,suburb
MCDOWALL,,-27.382002,152.990954,3831,suburb
GORDON PARK,,-27.415358,153.02795,2710,suburb
MACKENZIE,,-27.542739,153.125052,917,suburb
JIMBOOMBA,,-27.834157,153.044453,7715,suburb
AURUKUN,,-13.356034,141.72622,589,suburb
WOOLOOWIN,,-27.419214,153.042315,2761,suburb
KEARNEYS SPRING,,-27.600241,151.941599,5696,suburb
RICHMOND HILL,,-20.064554,146.261934,1115,suburb
MOUNT WARREN PARK,,-27.728969,153.204599,2739,suburb
MORNINGTON,,-20.734601,139.496532,1193,suburb
DALBY,,-27.184473,151.264923,7139,suburb
EAGLEBY,,-27.701332,153.214584,8061,suburb
WORONGARY,,-28.034674,153.341433,2671,suburb
REDCLIFFE,,-27.229259,153.111514,7770,suburb
HANNAFORD,,-27.386826,150.048446,84,suburb
KELSO,,-19.383102,146.726297,4496,suburb
CLONCURRY,,-20.705958,140.509344,1928,suburb
KELVINHAUGH,,-27.386877,151.766785,23,suburb
LITTLE MOUNTAIN,,-26.781421,153.094593,4875,suburb
KEPNOCK,,-24.877562,152.375382,2203,suburb
CURRUMBIN,,-28.135558,153.482693,2272,suburb
NORMAN PARK,,-27.477958,153.06193,3870,suburb
SEVENTEEN MILE ROCKS,,-27.548902,152.957208,1489,suburb
BILOELA,,-24.394917,150.513914,3490,suburb
MOOLOOLAH VALLEY,,-26.765405,152.961264,1690,suburb
HAWTHORNE,,-27.464061,153.060243,3000,suburb
MUDGEERABA,,-28.087701,153.362282,5947,suburb
ROCHEDALE SOUTH,,-27.598851,153.129772,6599,suburb
ROCKHAMPTON CITY,,-23.37813,150.510492,3669,suburb
PACIFIC PINES,,-27.939718,153.312563,6220,suburb
PALM BEACH,,-28.114363,153.466396,11834,suburb
LOGAN RESERVE,,-27.710007,153.107814,7515,suburb
EVERTON PARK,,-27.401026,152.988236,6078,suburb
DEEBING HEIGHTS,,-27.675112,152.753852,2364,suburb
GLENVALE,,-27.563199,151.908297,4831,suburb
INNES PARK,,-24.861027,152.478098,1729,suburb
ENOGGERA,,-27.421606,152.991809,3181,suburb
FERNY GROVE,,-27.402662,152.927071,2455,suburb
COOMBABAH,,-27.902045,153.383033,6040,suburb
MITCHELTON,,-27.411005,152.971935,5006,suburb
BUNDABERG EAST,,-24.858113,152.375736,2002,suburb
KILLARNEY,,-28.342442,152.296126,769,suburb
ST GEORGE,,-28.039083,148.583456,2200,suburb
TINBEERWAH,,-26.414637,152.987662,613,suburb
INNISFAIL ESTATE,,-17.519227,146.038687,761,suburb
COOROY,,-26.417983,152.909684,3136,suburb
SPRINGWOOD,,-27.620223,153.133653,5494,suburb
WONDECLA,,-17.421587,145.426215,410,suburb
SAPPHIRE CENTRAL,,-23.465267,147.719644,703,suburb
COORPAROO,,-27.497754,153.059342,12060,suburb
CARINA,,-27.490018,153.094991,6549,suburb
STAFFORD,,-27.409125,153.015245,4543,suburb
FLYING FISH POINT,,-17.495362,146.075503,238,suburb
WALLOON,,-27.600707,152.656745,1842,suburb
PALM COVE,,-16.746557,145.667603,3836,suburb
PALMVIEW,,-26.739272,153.056645,5074,suburb
MORAYFIELD,,-27.116233,152.946127,17639,suburb
PARKWOOD,,-27.955243,153.363971,3430,suburb
BUCCA,,-24.859292,152.121435,500,suburb
JONDARYAN,,-27.373757,151.590251,268,suburb
